model,view_definition,task_type,difficulty,count,option_accuracy,bbox_acc@50iou,bbox_mean_iou
x-ai/grok-4.1-fast-Instant,Agent-State Reasoning,self_where,all,1024,0.2109375,0.0361328125,0.16376239476691531
x-ai/grok-4.1-fast-Instant,Agent-State Reasoning,self_what,all,1024,0.2294921875,0.0205078125,0.17778213418961777
x-ai/grok-4.1-fast-Instant,World-State Reasoning,env_where,all,1024,0.330078125,0.0185546875,0.08152856817935482
x-ai/grok-4.1-fast-Instant,World-State Reasoning,env_how,all,1024,0.326171875,0.015625,0.07511913918820688
xiaomi/mimo-v2-omni-Instant,Agent-State Reasoning,self_where,all,1024,0.287109375,0.4072265625,0.36511763442624695
xiaomi/mimo-v2-omni-Instant,Agent-State Reasoning,self_what,all,1024,0.212890625,0.369140625,0.3343712172583303
xiaomi/mimo-v2-omni-Instant,World-State Reasoning,env_where,all,1024,0.365234375,0.087890625,0.1760694353241879
xiaomi/mimo-v2-omni-Instant,World-State Reasoning,env_how,all,1024,0.3818359375,0.091796875,0.17338113859194557
z-ai/glm-4.6v-Instant,Agent-State Reasoning,self_where,all,1024,0.3076171875,0.474609375,0.42988247295794035
z-ai/glm-4.6v-Instant,Agent-State Reasoning,self_what,all,1024,0.2705078125,0.44921875,0.4230511684604162
z-ai/glm-4.6v-Instant,World-State Reasoning,env_where,all,1024,0.2919921875,0.0947265625,0.1999178040075361
z-ai/glm-4.6v-Instant,World-State Reasoning,env_how,all,1024,0.4423828125,0.1015625,0.20621228733186092
gemini-3.8-flash-Thinking,Agent-State Reasoning,self_where,all,1024,0.6005859375,0.6669921875,0.5761157830326799
gemini-3.8-flash-Thinking,Agent-State Reasoning,self_what,all,1024,0.7490234375,0.73828125,0.625421495506407
gemini-3.8-flash-Thinking,World-State Reasoning,env_where,all,1024,0.619140625,0.408203125,0.39019384438736426
gemini-3.8-flash-Thinking,World-State Reasoning,env_how,all,1024,0.6953125,0.4228515625,0.39283069856894715
z-ai_glm-5.3-flash-Thinking,Agent-State Reasoning,self_where,all,1024,0.32421875,0.3837890625,0.3810122360815056
z-ai_glm-5.3-flash-Thinking,Agent-State Reasoning,self_what,all,1024,0.3505859375,0.4541015625,0.43747719565524273
z-ai_glm-5.3-flash-Thinking,World-State Reasoning,env_where,all,1024,0.6357421875,0.3271484375,0.3349064633863996
z-ai_glm-5.3-flash-Thinking,World-State Reasoning,env_how,all,1024,0.57421875,0.330078125,0.34096240781934495
meta_muse-spark-1.3-contributor-Thinking-Minimal,Agent-State Reasoning,self_where,all,1024,0.30859375,0.1455078125,0.1977924164797869
meta_muse-spark-1.3-contributor-Thinking-Minimal,Agent-State Reasoning,self_what,all,1024,0.3642578125,0.1015625,0.14804082983348527
meta_muse-spark-1.3-contributor-Thinking-Minimal,World-State Reasoning,env_where,all,1024,0.5244140625,0.115234375,0.20573069327984497
meta_muse-spark-1.3-contributor-Thinking-Minimal,World-State Reasoning,env_how,all,1024,0.537109375,0.115234375,0.20239167884244358
gpt-5.6-sol-Thinking,Agent-State Reasoning,self_where,all,1024,0.3408203125,0.2392578125,0.28822854840559126
gpt-5.6-sol-Thinking,Agent-State Reasoning,self_what,all,1024,0.4208984375,0.24609375,0.3007807859504776
gpt-5.6-sol-Thinking,World-State Reasoning,env_where,all,1024,0.556640625,0.12890625,0.23016113855626066
gpt-5.6-sol-Thinking,World-State Reasoning,env_how,all,1024,0.5576171875,0.125,0.22391979893723518
gpt-6-astra-Thinking,Agent-State Reasoning,self_where,all,752,0.37632978723404253,0.25398936170212766,0.296933826095789
gpt-6-astra-Thinking,Agent-State Reasoning,self_what,all,752,0.4574468085106383,0.2566489361702128,0.3148453926649323
gpt-6-astra-Thinking,World-State Reasoning,env_where,all,634,0.5504731861198738,0.15141955835962145,0.22996592812061378
gpt-6-astra-Thinking,World-State Reasoning,env_how,all,632,0.5126582278481012,0.12341772151898735,0.22311308050961517
zai-org_GLM-4.5V-Instant,Agent-State Reasoning,self_where,all,1024,0.3193359375,0.31640625,0.3210519496276106
zai-org_GLM-4.5V-Instant,Agent-State Reasoning,self_what,all,1024,0.2900390625,0.234375,0.2633234733328356
zai-org_GLM-4.5V-Instant,World-State Reasoning,env_where,all,1024,0.19921875,0.1591796875,0.22537174654624265
zai-org_GLM-4.5V-Instant,World-State Reasoning,env_how,all,1024,0.396484375,0.177734375,0.2416121257916204
Qwen_Qwen3.6-27B-Instant,Agent-State Reasoning,self_where,all,922,0.2993492407809111,0.34164859002169196,0.3385704167702838
Qwen_Qwen3.6-27B-Instant,Agent-State Reasoning,self_what,all,922,0.34598698481561824,0.13449023861171366,0.22247921831589834
Qwen_Qwen3.6-27B-Instant,World-State Reasoning,env_where,all,922,0.5900216919739696,0.2245119305856833,0.2787906748801119
Qwen_Qwen3.6-27B-Instant,World-State Reasoning,env_how,all,922,0.5292841648590022,0.20715835140997832,0.2750482883162142
Qwen_Qwen3.8-27B-Instant,Agent-State Reasoning,self_where,all,922,0.2527114967462039,0.3232104121475054,0.33132244725720256
Qwen_Qwen3.8-27B-Instant,Agent-State Reasoning,self_what,all,922,0.2765726681127983,0.1442516268980477,0.24159316673572898
Qwen_Qwen3.8-27B-Instant,World-State Reasoning,env_where,all,922,0.6095444685466378,0.227765726681128,0.2755392239162894
Qwen_Qwen3.8-27B-Instant,World-State Reasoning,env_how,all,922,0.4837310195227766,0.21258134490238612,0.2751946012720575
